,uwwName,uwwLatitude,uwwLongitude,the_geom
910,Royton ,53.56026422,-2.14129589,POINT (-2.14129589 53.56026425570334)
911,Rotherwas  Fir Tree Lane Hfd ,52.04265764,-2.68221105,POINT (-2.6822110530000014 52.04265767734233)
912,Burnham On Crouch ,51.62452762,0.82680117,POINT (0.826801174 51.62452765774605)
913,Burwell ,52.29340567,0.33147397,POINT (0.331473967 52.293405707090024)
914,Winteringham ,53.68361048,-0.57158422,POINT (-0.571584221 53.68361051555877)
915,Wakefield (Stanley (Smalley Bight)) ,53.70873297,-1.46822409,POINT (-1.4682240850000001 53.70873300552913)
916,"Worminghall, Worminghall, Bucks """,51.77681273,-1.05928671,POINT (-1.05928671 51.77681276760152)
917,Oxford ,51.71617924,-1.2141258999999998,POINT (-1.214125903 51.7161792776594)
918,Snaith ,53.69374876,-1.03936523,POINT (-1.0393652300000003 53.69374879554683)
919,Wanborough ,51.55496675,-1.7021182000000001,POINT (-1.7021181949999997 51.554966787811104)
920,Abingdon ,51.65255524,-1.29024637,POINT (-1.2902463740000003 51.65255527771966)
921,Skipton   ,53.94071939,-2.02100213,POINT (-2.021002126 53.94071942525226)
922,Aldershot Military ,51.26661959,-0.73433005,POINT (-0.7343300459999998 51.26661962807428)
923,East Peckham ,51.21654524,0.4025534,POINT (0.4025534 51.216545278118915)
924,Ham Hill ,51.32531912,0.45557509,POINT (0.4555750900000002 51.325319158021564)
925,Shillington ,52.00417902,-0.37207411,POINT (-0.37207411 52.004179057380384)
926,Sible Hedingham ,51.96560514,0.60807325,POINT (0.60807325 51.965605177418354)
927,Silverstone ,52.10357001,-1.02324306,POINT (-1.0232430600000002 52.103570047281735)
928,Sisland ,52.54165481,1.45421299,POINT (1.4542129859999997 52.541654846832806)
929,Westfield ,50.90898397,0.58524165,POINT (0.5852416489999999 50.90898400838596)
930,Heswall Sewage Treatment Works ,53.32769326,-3.12907263,POINT (-3.1290726299999996 53.32769329597143)
931,Bury St. Edmunds   ,52.27746346,0.70016784,POINT (0.70016784 52.27746349710627)
932,Hazel Grove ,53.40174568,-2.1049578999999996,POINT (-2.1049578970000007 53.401745715886705)
933,Cotgrave ,52.91476656,-1.05177882,POINT (-1.051778816 52.914766596432685)
934,Linton ,52.10433254,0.26098092,POINT (0.2609809220000001 52.10433257728098)
935,Chartham ,51.25889506,1.03467637,POINT (1.034676367 51.25889509808119)
936,Moreton On Lugg  Via Lugg View ,52.1031429,-2.7118375,POINT (-2.711837504 52.103142937282165)
937,Faversham ,51.32246585,0.91011143,POINT (0.9101114320000001 51.32246588802415)
938,Coton Park ,52.75685672,-1.59486649,POINT (-1.5948664910000003 52.75685675660401)
939,Newnham Valley ,51.30612375,1.2050995,POINT (1.205099495 51.306123788038846)
940,South Elmsall ,53.59175667,-1.27283549,POINT (-1.272835487 53.59175670566658)
941,Southam District   ,52.26205632,-1.40539562,POINT (-1.4053956229999998 52.26205635712198)
942,Bromyard  Bromyard ,52.18757821,-2.49914129,POINT (-2.49914129 52.18757824719743)
943,Kegworth ,52.84592492,-1.27095078,POINT (-1.2709507819999997 52.84592495650773)
944,Kempsey ,52.1317038,-2.23195889,POINT (-2.231958887 52.131703837253596)
945,Staveley ,53.28506955,-1.33579928,POINT (-1.335799278 53.285069586019915)
946,Skellingthorpe ,53.24182952,-0.59781505,POINT (-0.5978150470000001 53.241829556068915)
947,Stockley ,53.20663561,-1.31111015,POINT (-1.311110152 53.20663564610863)
948,Attleborough ,52.51611166,0.98626528,POINT (0.9862652790000002 52.51611169685962)
949,Aylsham ,52.79308175,1.2702938,POINT (1.2702937989999998 52.79308178656494)
950,Badwell Ash ,52.29143548,0.9230161,POINT (0.9230160970000001 52.29143551709201)
951,Balsham ,52.13582396,0.29769102,POINT (0.2976910170000001 52.13582399724947)
952,Saddleworth ,53.5354497,-2.01219808,POINT (-2.0121980830000004 53.535449735732215)
953,Stocksbridge ,53.47464825,-1.5636151000000003,POINT (-1.5636150959999995 53.47464828580271)
954,Littlehampton And Bognor   ,50.81927916,-0.58609635,POINT (-0.5860963529999998 50.81927919846151)
955,Nottingham ,52.97344404,-1.03753946,POINT (-1.037539461 52.97344407636831)
956,Penkridge ,52.74474473,-2.09403536,POINT (-2.094035363 52.74474476661701)
957,Little Downham ,52.43296484,0.25389073,POINT (0.253890727 52.4329648769463)
958,Littleport ,52.46717167,0.29353465,POINT (0.293534645 52.46717170691075)
959,Long Bennington ,52.99689184,-0.74901464,POINT (-0.749014637 52.99689187634249)
960,Pershore   ,52.10463922,-2.11049076,POINT (-2.11049076 52.104639257280674)
961,Pontefract And Ferrybridge   ,53.72351459,-1.24192173,POINT (-1.241921727 53.72351462551166)
962,Stone (Pirehill ),52.89203703,-2.13939082,POINT (-2.139390818 52.89203706645753)
963,Rainworth ,53.12663172,-1.10779881,POINT (-1.1077988100000002 53.12663175619842)
964,Kington  Waterloo Road Kington ,52.20705554,-3.0163656000000003,POINT (-3.0163655949999995 52.20705557717776)
965,Thorne ,53.62392141,-0.97593556,POINT (-0.975935564 53.62392144562894)
966,Leominster  Southern Avenue ,52.21849028,-2.72840661,POINT (-2.728406608 52.21849031716618)
967,Bylaugh ,52.72419761,1.0151047,POINT (1.0151046969999997 52.724197646639055)
968,Lydbrook Sewage Treatment Works ,51.84949763,-2.60479506,POINT (-2.6047950550000003 51.849497667531516)
969,Ross Lower Cleeve Wwtw Ross On Wye ,51.90760339,-2.60364228,POINT (-2.6036422839999998 51.90760342747508)
970,Hay On Wye Sewage Treatment Works ,52.08189784,-3.12200618,POINT (-3.122006179 52.08189787730336)
971,Chester ,53.19302077,-2.90892974,POINT (-2.9089297370000002 53.193020806123954)
972,"Hartley Wintney, Hartley Wintne """,51.31597292,-0.9022921,POINT (-0.902292099 51.31597295802999)
973,Neston ,53.28490746,-3.07029868,POINT (-3.070298677 53.284907496020104)
974,Whitchurch ,52.96714853,-2.72544922,POINT (-2.7254492180000014 52.96714856637526)
975,Tupton ,53.19284728,-1.40472781,POINT (-1.4047278119999997 53.19284731612415)
976,Caistor ,53.49452878,-0.33240811,POINT (-0.332408108 53.49452881577972)
977,"Wath On Dearne, Brampton """,53.50635889,-1.33340187,POINT (-1.333401867 53.50635892576599)
978,Watton ,53.93682732,-0.45629871,POINT (-0.4562987130000001 53.93682735525696)
979,Helsby ,53.26645353,-2.78350846,POINT (-2.783508457 53.26645356604103)
980,Cambridge ,52.23428479,0.15391737,POINT (0.153917368 52.23428482715018)
981,Wisbech West Walton ,52.70548688,0.15754112,POINT (0.157541116 52.70548691665909)
982,Witcham ,52.39309697,0.15989358,POINT (0.159893578 52.393097006987595)
983,Wheldale   ,53.73194796,-1.32983993,POINT (-1.329839927 53.73194799550168)
984,Williamthorpe ,53.19375972,-1.35547137,POINT (-1.355471373 53.19375975612314)
985,Chalton ,51.93080532,-0.50618797,POINT (-0.506187968 51.93080535745244)
986,Hesketh Bank ,53.70940369,-2.82535155,POINT (-2.825351545 53.70940372552835)
987,High Bentham ,54.11598822,-2.51983105,POINT (-2.519831051 54.11598825503937)
988,Hillhouse ,53.54293057,-2.98086483,POINT (-2.980864833 53.54293060572352)
989,Chantry   ,52.02942006,1.1309399,POINT (1.130939902 52.02942009735545)
990,Chatteris  ,52.46409278,0.05197126,POINT (0.051971258 52.46409281691395)
991,Withernsea Outfall ,53.71511235,0.07127207,POINT (0.071272071 53.7151123855216)
992,Witchford ,52.39664449,0.21549699999999997,POINT (0.215497004 52.396644526983934)
993,"Elsecar, Lund Hull And Wombwell   """,53.52749241,-1.38571741,POINT (-1.385717409 53.527492445741466)
994,Chellington ,52.19512853,-0.59970178,POINT (-0.5997017770000002 52.19512856718981)
995,Sheffield (Woodhouse Mill) ,53.36712429,-1.34970304,POINT (-1.3497030350000006 53.36712432592639)
996,Worsborough And Dodworth ,53.52738602,-1.45661874,POINT (-1.456618743 53.5273860557416)
997,Wrangbrook ,53.60843482,-1.25169169,POINT (-1.2516916929999997 53.60843485564708)
998,Chelmsford   ,51.73229243,0.51547916,POINT (0.5154791570000001 51.732292467644065)
999,Airedale ,53.73729427,-1.29048995,POINT (-1.2904899450000005 53.737294305495354)
1000,Market Weighton ,53.85491417,-0.68022618,POINT (-0.6802261839999999 53.854914205355335)
1001,Clacton   ,51.8098175,1.21503694,POINT (1.215036937 51.8098175375698)
1002,Hunmanby ,54.18477133,-0.30861523,POINT (-0.308615232 54.18477136495495)
1003,Sleaford ,53.01173799,-0.38852305,POINT (-0.388523046 53.0117380263261)
1004,Grimethorpe ,53.58057889,-1.39642749,POINT (-1.3964274900000002 53.58057892567964)
1005,Witham ,51.79494827,0.64687087,POINT (0.646870865 51.79494830758409)
1006,Folkton ,54.20997292,-0.37973441,POINT (-0.3797344079999999 54.20997295492391)
1007,Countesthorpe ,52.56113766,-1.12624531,POINT (-1.1262453130000003 52.56113769681231)
1008,Wolverhampton North (Coven Heath) ,52.64024761,-2.13311945,POINT (-2.133119449 52.64024764672866)
1009,Kidderminster ,52.36153357,-2.25753882,POINT (-2.2575388199999997 52.36153360702014)
1010,Kilburn ,53.00058388,-1.44492425,POINT (-1.444924251 53.00058391633841)
1011,Long Buckby ,52.29734669,-1.1013981000000002,POINT (-1.101398099 52.297346727085994)
1012,Long Melford ,52.0812171,0.70463605,POINT (0.7046360470000002 52.08121713730404)
1013,Long Stratton ,52.49672997,1.22924729,POINT (1.2292472910000003 52.496730006879886)
1014,Louth ,53.39062944,0.04077426,POINT (0.04077426 53.39062947589946)
1015,Lowestoft ,52.51964463,1.73412638,POINT (1.7341263839999999 52.5196446668559)
1016,Ludham ,52.71977411,1.53705578,POINT (1.537055781 52.7197741466438)
1017,Honeybourne ,52.08678659,-1.84351607,POINT (-1.84351607 52.08678662729849)
1018,Hurley ,52.56655675,-1.65578097,POINT (-1.6557809740000005 52.5665567868066)
1019,Haslemere ,51.08510283,-0.74642822,POINT (-0.746428219 51.08510286823453)
1020,Stroud ,51.742319099999996,-2.3071517999999998,POINT (-2.307151804 51.7423191376345)
1021,Ledbury ,52.03078479,-2.43739674,POINT (-2.437396743 52.0307848273541)
1022,Sutton In Ashfield ,53.13284052,-1.22423987,POINT (-1.2242398689999998 53.13284055619147)
1023,Swanwick ,53.06626854,-1.40229497,POINT (-1.4022949710000001 53.06626857626568)
1024,Tamworth ,52.65825828,-1.72705973,POINT (-1.727059734 52.65825831670949)
1025,Mablethorpe ,53.31845684,0.2367455,POINT (0.236745498 53.31845687598196)
1026,Maldon   ,51.73380532,0.73315476,POINT (0.733154755 51.73380535764263)
1027,Manby ,53.35527591,0.10873401,POINT (0.108734008 53.35527594593995)
1028,Manningtree  ,51.95039931,1.05603032,POINT (1.05603032 51.95039934743326)
1029,"Hatfield Heath, Hatfield Heath, """,51.80391626,0.20734601,POINT (0.2073460120000001 51.8039162975755)
1030,March ,52.57153597,0.12557609,POINT (0.125576092 52.57153600680135)
1031,Balby ,53.50389424,-1.14392405,POINT (-1.143924052 53.50389427576885)
1032,Soham ,52.3454613,0.31957404,POINT (0.3195740399999999 52.345461337036674)
1033,Somersham ,52.37795701,0.00358939,POINT (0.003589394 52.37795704700325)
1034,South Hykeham ,53.17188814,-0.59304951,POINT (-0.593049505 53.1718881761477)
1035,Ystradgynlais Wwtw Off Wind Road ,51.76476005,-3.77662551,POINT (-3.77662550999072 51.76476008362146)
1036,Althorpe ,53.59145825,-0.73906322,POINT (-0.7390632200000001 53.59145828566693)
1037,Clare ,52.07797131,0.5987262,POINT (0.598726196 52.07797134730726)
1038,Danesmoor Wpc Works Final Effluent,53.16143935,-1.39397478,POINT (-1.3939747780000002 53.16143938615943)
1039,Micklefield (New)  Final Effluent,53.79355361,-1.32035767,POINT (-1.320357666 53.79355364542855)
1040,Hemingbrough ,53.762508200000006,-0.98562857,POINT (-0.9856285700000001 53.762508235465454)
1041,Cleethorpes   ,53.50777475,0.004956899999999999,POINT (0.004956904 53.50777478576435)
1042,Cley Next The Sea ,52.94010103,1.04417003,POINT (1.0441700289999998 52.94010106640495)
1043,Clifton ,52.04810055,-0.28507909,POINT (-0.285079086 52.04810058733694)
1044,Clophill ,52.02509281,-0.414896,POINT (-0.4148959979999999 52.02509284735972)
1045,Linton On Ouse ,54.03850443,-1.24669461,POINT (-1.246694609 54.03850446513388)
1046,Coggeshall ,51.85909598,0.69677921,POINT (0.696779209 51.85909601752221)
1047,Ackworth ,53.64540284,-1.29746329,POINT (-1.297463292 53.64540287560372)
1048,Colchester   ,51.8744294,0.93633196,POINT (0.936331964 51.874429437507324)
1049,Coney Weston ,52.36699997,0.89840164,POINT (0.8984016410000001 52.36700000701451)
1050,Woodbridge ,52.08046796,1.29484213,POINT (1.2948421310000002 52.08046799730477)
1051,Livingston Wwtw,55.884780000000006,-3.5597300000000005,POINT (-3.559730000000001 55.88478003272471)
1052,Billingham ,54.62445112,-1.25903682,POINT (-1.2590368219999999 54.62445115440418)
1053,Swinton Sewage Treatment Works,53.48654164,-1.29467946,POINT (-1.2946794620000002 53.486541675788956)
1054,Holton Le Clay ,53.50849239,-0.04652508,POINT (-0.046525078 53.50849242576353)
1055,"Horsmonden, Tonbridge, Kent """,51.137453,0.45931579,POINT (0.459315789 51.13745303818876)
1056,Horbling ,52.89763935,-0.33222096,POINT (-0.332220957 52.8976393864514)
1057,Horncastle ,53.18997224,-0.11346963,POINT (-0.113469628 53.18997227612738)
1058,Immingham ,53.61790818,-0.17584351,POINT (-0.175843512 53.617908215635985)
1059,Lenham ,51.22464592,0.72636257,POINT (0.72636257 51.22464595811172)
1060,Ingatestone ,51.66652506,0.40037504,POINT (0.40037504 51.66652509770647)
1061,"Wingham, Aylesham   """,51.2710047,1.22615559,POINT (1.226155588 51.27100473807037)
1062,Coningsby ,53.0950976,-0.18339819,POINT (-0.183398194 53.09509763623361)
1063,Copford ,51.87664455,0.80469899,POINT (0.8046989890000001 51.876644587505204)
1064,Ingoldisthorpe ,52.864484,0.52217535,POINT (0.5221753519999998 52.86448403648754)
1065,Ingoldmells ,53.18419919,0.32910573,POINT (0.329105725 53.184199226133885)
1066,Lampeter  ,52.10848492,-4.08079644,POINT (-4.0807964355237605 52.10848495520882)
1067,Market Harborough ,52.492428000000004,-0.88380193,POINT (-0.8838019300000002 52.492428036884384)
1068,Eden Vale ,51.141168,-0.01380009,POINT (-0.013800091 51.14116803818549)
1069,Corby ,52.49193311,-0.66813768,POINT (-0.6681376760000001 52.491933146884904)
1070,Pembury ,51.15814688,0.34957499,POINT (0.349574987 51.158146918170566)
1071,Eastry ,51.25060134,1.32169003,POINT (1.321690027 51.250601378088625)
1072,Woodhall Spa ,53.15301057,-0.23042672,POINT (-0.230426715 53.15301060616888)
1073,Ipswich   ,52.03345693,1.16897573,POINT (1.168975727 52.03345696735144)
1074,Isleham ,52.35147634,0.41912708,POINT (0.419127083 52.35147637703051)
1075,Islip ,52.40599278,-0.54684565,POINT (-0.5468456529999998 52.40599281697426)
1076,Staplehurst ,51.1722249,0.55856587,POINT (0.5585658669999999 51.17222493815815)
1077,Gt Barford ,52.15456181,-0.33800227,POINT (-0.3380022740866739 52.15456184445468)
1078,Wateringbury ,51.25219570000001,0.43172714,POINT (0.431727143 51.252195738087174)
1079,Stonham Aspal ,52.192687400000004,1.11142538,POINT (1.11142537825837 52.19268743524636)
1080,Chichester ,50.82866943,-0.80419768,POINT (-0.8041976819999999 50.82866946845365)
1081,Ketton ,52.62745924,-0.54028986,POINT (-0.5402898646543252 52.62745927565982)
1082,Thornham ,50.83715245,-0.92463838,POINT (-0.9246383760000001 50.83715248844655)
1083,Newick ,50.97734104,0.02163899,POINT (0.02163899 50.977341078327655)
1084,Wetherby ,53.91950629,-1.35851163,POINT (-1.3585116269999997 53.919506325277816)
1085,Great Finborough ,52.18110505,0.95260946,POINT (0.952609462561337 52.18110508427284)
1086,Tow Law ,54.74194311,-1.82513217,POINT (-1.8251321719709106 54.741943143210094)
1087,Wheldrake ,53.89287257,-0.9477492000000001,POINT (-0.947749197441163 53.89287260807963)
1088,Feltwell ,52.48825783,0.50278343,POINT (0.5027834348592198 52.488257867703325)
1089,Ainsdale ,53.59205912,-3.02838592,POINT (-3.028385919 53.59205915566622)
1090,Alderley Edge ,53.30389347,-2.25912865,POINT (-2.2591286480000004 53.30389350599853)
1091,Cowbridge  Cowbridge Vale Of Gla ,51.45379371,-3.44524563,POINT (-3.4452456259587008 51.453793747339745)
1092,Carmarthen   ,51.8366599,-4.32737345,POINT (-4.327373448371569 51.83665993950902)
1093,Llanfoist Sewage Treatment Works Me ,51.8136089,-3.01944043,POINT (-3.0194404289084695 51.813608933034054)
1094,Brecon  Brecon Wwtw Brecon Powys ,51.93965973,-3.37453032,POINT (-3.3745303189250895 51.93965976903929)
1095,Barton Le Clay ,51.98118735,-0.42227074,POINT (-0.4222707419999999 51.98118738740303)
1096,Alsager ,53.10428191,-2.32336254,POINT (-2.323362537 53.10428194622336)
1097,Cottesmore ,52.71914768,-0.64121066,POINT (-0.641210661 52.71914771664447)
1098,Milton Keynes   ,52.05584118,-0.71197662,POINT (-0.7119766220000001 52.05584121732926)
1099,Swinderby ,53.14600476,-0.64642211,POINT (-0.6464221099999998 53.14600479944783)
1100,Altrincham ,53.41018471,-2.37696313,POINT (-2.3769631250000005 53.41018474587702)
1101,Albrighton ,52.63996186,-2.29212747,POINT (-2.2921274689999995 52.639961896728956)
1102,Market Rasen ,53.38658376,-0.38486767,POINT (-0.384867669 53.3865837959041)
1103,Marston Moretaine ,52.06762739,-0.53842107,POINT (-0.5384210699999998 52.06762742731755)
1104,Henley ,51.55067702,-0.90386526,POINT (-0.903865261 51.55067705781511)
1105,Barston ,52.42018034,-1.71617894,POINT (-1.716178944 52.42018037695957)
1106,Barton-Under-Needwood ,52.761401899999996,-1.70315048,POINT (-1.7031504779999997 52.76140193659911)
1107,Heyford ,51.92495321,-1.28450575,POINT (-1.2845057540000002 51.92495324745815)
1108,Tenbury ,52.31353198,-2.58378953,POINT (-2.583789525 52.31353201706943)
1109,Tewkesbury ,51.985076299999996,-2.17441064,POINT (-2.174410637 51.9850763373992)
1110,Tickhill ,53.43628087,-1.09274787,POINT (-1.09274787 53.43628090584699)
1111,Runcorn ,53.34936571,-2.69068861,POINT (-2.690688606000001 53.34936574594669)
1112,Belaugh ,52.71440753,1.39275597,POINT (1.392755967 52.714407566649555)
1113,Benhall  ,52.19226624,1.48282966,POINT (1.482829662 52.1922662771927)
1114,Tangmere ,50.85266606,-0.69780265,POINT (-0.6978026540000001 50.85266609843351)
1115,Rudgwick ,51.076329799999996,-0.45996433,POINT (-0.4599643300000001 51.076329838242174)
1116,Baschurch ,52.77357704,-2.85986023,POINT (-2.859860229 52.77357707658598)
1117,Belper ,53.01659467,-1.48720181,POINT (-1.4872018139999996 53.01659470632072)
1118,Bidford On Avon ,52.15506766,-1.88040359,POINT (-1.880403585 52.15506769723016)
1119,"Highworth, Pentylands Lane, Hig """,51.64176578,-1.71527895,POINT (-1.7152789449999999 51.641765817729826)
1120,Tillicoultry Wwtw,56.14892,-3.7455199999999995,POINT (-3.7455199999999995 56.14892003235524)
1121,Troqueers.T.W.,55.05445,-3.6127,POINT (-3.6127 55.05445003384738)
1122,Turriff,57.541909999999994,-2.4765,POINT (-2.476500000000001 57.54191003031957)
1123,Underwood S.T.W.,55.45717,-4.28049,POINT (-4.280490000000001 55.457170033310426)
1124,Valleyfield Wwtw,56.04651,-3.5935699999999997,POINT (-3.5935699999999997 56.04651003249916)
1125,Walkerburn Wwtw,55.62681,-3.00198,POINT (-3.0019800000000005 55.62681003307995)
1126,Whitburn  Wwtw,55.87105,-3.6818,POINT (-3.6818000000000004 55.87105003274375)
1127,Toton ,52.89755003,-1.2461514999999999,POINT (-1.2461515000000003 52.89755006645152)
1128,Wolverhampton West (Trescott) ,52.57629867,-2.2155607999999996,POINT (-2.2155608009999996 52.57629870679633)
1129,Upton On Severn ,52.06546726,-2.21950754,POINT (-2.219507541000001 52.065467297319685)
1130,Uttoxeter ,52.90675908,-1.84355746,POINT (-1.8435574600000002 52.90675911644145)
1131,Walkeringham ,53.4284892,-0.81839208,POINT (-0.818392084 53.428489235855956)
1132,Walsall North   ,52.63267064,-1.94899621,POINT (-1.9489962120000002 52.63267067673671)
1133,Wick Wwtw,58.44254,-3.0601599999999998,POINT (-3.06016 58.442540028935795)
1134,Pirbright (Hockford) ,51.27887562,-0.62502676,POINT (-0.6250267600000001 51.27887565806331)
1135,Winchburgh Wwtw,55.95465,-3.45549,POINT (-3.45549 55.954650032627534)
1136,Avoch Wwtw,57.553000000000004,-4.17687,POINT (-4.17687 57.55300003030281)
1137,Banchory ,57.05328000000001,-2.47879,POINT (-2.47879 57.05328003104934)
1138,Blackford Wwtw,56.26296,-3.78559,POINT (-3.785590000000001 56.262960032194)
1139,Drumnadrochit,57.33205,-4.46615,POINT (-4.466150000000001 57.33205003063493)
1140,Faslane ,56.06182,-4.81717,POINT (-4.81717 56.061820032477705)
1141,Harthills.T.W.,55.86469,-3.74778,POINT (-3.74778 55.864690032752584)
1142,"Killearn,Wwtw",56.02946,-4.38141,POINT (-4.38141 56.02946003252306)
1143,London (Hogsmill Valley ),51.40126779,-0.29070611,POINT (-0.2907061140000001 51.401267827952694)
1144,Lethamwtp,56.62935,-2.7557,POINT (-2.7557 56.62935003166911)
1145,Holmwood ,51.19097426,-0.29992928,POINT (-0.299929282 51.19097429814158)
1146,Warmsworth ,53.49293887,-1.17097472,POINT (-1.170974722 53.49293890578154)
1147,Warsop ,53.21451031,-1.1272394,POINT (-1.1272393980000002 53.21451034609976)
1148,Warwick  ,52.26349614,-1.5974696000000002,POINT (-1.597469596 52.2634961771205)
1149,Watlington ,52.67994861,0.37041473,POINT (0.370414727 52.67994864668638)
1150,"Moraywest, Lossiemouth,",57.6998,-3.2581,POINT (-3.2581000000000007 57.69980003008045)
1151,Muirofordnew,57.50263,-4.41486,POINT (-4.414860000000001 57.50263003037881)
1152,Ambleside ,54.42782771,-2.96937865,POINT (-2.9693786530000006 54.42782774465285)
1153,Nairn,57.59305,-3.84764,POINT (-3.8476399999999997 57.593050030242296)
1154,Appleby ,54.58315854,-2.5039171000000002,POINT (-2.503917097000001 54.583158574456704)
1155,Ashton-Under-Lyne ,53.47095541,-2.10693686,POINT (-2.1069368560000004 53.47095544580697)
1156,Neilstons.T.W.,55.78995,-4.42705,POINT (-4.4270499999999995 55.78995003285595)
1157,Newcumnocks.T.W.,55.40041,-4.17734,POINT (-4.177339999999999 55.40041003338699)
1158,Newbridge Wwtw,55.943940000000005,-3.39964,POINT (-3.39964 55.94394003264245)
1159,Usk  Graig Olway Farm Llangview ,51.69145911,-2.88548889,POINT (-2.88548889493169 51.69145914312298)
1160,Askam-In-Furness ,54.19349548,-3.20965703,POINT (-3.209657028 54.19349551494422)
1161,Holme ,54.20105736,-2.73503575,POINT (-2.735035753 54.20105739493489)
1162,Aspatria ,54.75477034,-3.34123208,POINT (-3.3412320790000005 54.75477037423728)
1163,Cromer   ,52.92965253,1.28145068,POINT (1.2814506819999998 52.9296525664164)
1164,Audley ,53.0626072,-2.30691934,POINT (-2.306919344 53.06260723626974)
1165,Crowland ,52.66568479,-0.15974695,POINT (-0.159746949 52.6656848267016)
1166,Barnoldswick ,53.92808299,-2.18653443,POINT (-2.18653443 53.92808302526749)
1167,Newburgh Wwtw,56.35425,-3.23325,POINT (-3.233249999999999 56.35425003206419)
1168,Barrow-In-Furness ,54.10682269,-3.19536978,POINT (-3.1953697769999994 54.10682272505057)
1169,Barton ,53.81549208,-2.73858247,POINT (-2.738582465 53.81549211540243)
1170,Newmachar,57.25728,-2.17836,POINT (-2.1783599999999996 57.2572800307466)
1171,Biddulph ,53.12679282,-2.17078656,POINT (-2.1707865560000004 53.126792856198236)
1172,Billinge South ,53.48573655,-2.7191254000000002,POINT (-2.7191254030000005 53.4857365857899)
1173,Ivinghoe ,51.84108397,-0.63621612,POINT (-0.636216122 51.84108400753965)
1174,"Maidenhead, Braywick Road, Maid """,51.51816621,-0.71295834,POINT (-0.7129583390000002 51.51816624784528)
1175,Stratfield Mortimer ,51.37556115,-1.03161279,POINT (-1.0316127930000003 51.375561187976096)
1176,Jaywick ,51.78614561,1.10226483,POINT (1.1022648310000003 51.786145647592555)
1177,Kedington ,52.08594346,0.48769324,POINT (0.4876932370000002 52.085943497299326)
1178,Keelby ,53.57125131,-0.2363297,POINT (-0.236329698 53.57125134569054)
1179,Kessingland ,52.41032609,1.72227205,POINT (1.7222720470000001 52.41032612696978)
1180,Monmouth  ,51.80347379,-2.70310293,POINT (-2.7031029262785795 51.80347383059212)
1181,Billington ,53.821192700000005,-2.43516321,POINT (-2.435163207000001 53.82119273539562)
1182,Kibworth ,52.53521619,-0.98183531,POINT (-0.9818353139999999 52.53521622683958)
1183,"Maple Lodge, Bucks """,51.61666143,-0.49640287,POINT (-0.496402866 51.61666146775343)
1184,Kimbolton ,52.27675475,-0.36379102,POINT (-0.363791019 52.276754787107)
1185,Kings Lynn ,52.77514958,0.37457694,POINT (0.374576937 52.7751496165843)
1186,Cublington   ,51.88994698,-0.75835621,POINT (-0.7583562049999999 51.889947017492275)
1187,Woodham Ferrers ,51.64572385,0.60253397,POINT (0.60253397 51.6457238877261)
1188,"Markyate, Markyate, Herts """,51.82689558,-0.44152561,POINT (-0.4415256100000001 51.82689561755333)
1189,Laceby ,53.54581836,-0.15811579,POINT (-0.158115788 53.54581839572015)
1190,High Wycombe ,51.62181177,-0.72664094,POINT (-0.7266409399999998 51.6218118077486)
1191,Holmes Chapel ,53.20480261,-2.37351008,POINT (-2.373510079 53.20480264611069)
1192,"Marlborough, Marlborough, Wilts """,51.42327015,-1.71376076,POINT (-1.7137607610000003 51.42327018793261)
1193,Merstham ,51.25421136,-0.14139337,POINT (-0.141393372 51.25421139808537)
1194,Horwich ,53.59394754,-2.57123398,POINT (-2.571233983 53.593947575664025)
1195,Debenham ,52.21864835,1.19038099,POINT (1.190380994 52.21864838716603)
1196,Dedham ,51.96223049,0.99782894,POINT (0.997828938 51.96223052742165)
1197,Perthcity,56.38316,-3.38527,POINT (-3.38527 56.383160032022936)
1198,Peterhead-Burnhaven,57.48753000000001,-1.7894900000000002,POINT (-1.7894899999999998 57.487530030401565)
1199,"Battle, Marley Lane, Battle """,50.91859267,0.50048718,POINT (0.500487177 50.9185927083778)
1200,Pitlochry,56.69798,-3.72369,POINT (-3.7236900000000004 56.69798003156965)
1201,Middleton Chenney ,52.06598818,-1.26329081,POINT (-1.2632908100000002 52.06598821731918)
1202,Lakenheath ,52.42701025,0.51181549,POINT (0.511815492 52.427010286952495)
1203,Westbere ,51.30859976,1.15736862,POINT (1.1573686180000002 51.308599798036624)
1204,"Mill Green, Hatfield, Herts """,51.77415571,-0.19316383,POINT (-0.193163829 51.77415574760407)
1205,Charing ,51.20141629999999,0.79485419,POINT (0.7948541920000003 51.20141633813233)
1206,Watton ,52.56622083,0.78224881,POINT (0.7822488080000002 52.566220866806965)
1207,Latchingdon ,51.68099498,0.71534572,POINT (0.715345717 51.68099501769279)
1208,Leighton Linslade ,51.92735414,-0.67372868,POINT (-0.67372868 51.927354177455804)
1209,"Milton Under Wychwood, Milton U """,51.86388182,-1.60336687,POINT (-1.603366867 51.86388185751758)
1210,Alcester   ,52.20800996,-1.86972537,POINT (-1.8697253699999998 52.20800999717679)
1211,Alfreton ,53.10761666,-1.38424495,POINT (-1.3842449469999998 53.10761669621965)
1212,Wye ,51.18192748,0.92962545,POINT (0.929625447 51.181927518149585)
1213,Ellesmere Wharf Meadow ,52.90140395,-2.89717843,POINT (-2.8971784320000005 52.901403986447306)
1214,Endon ,53.08436002,-2.09447773,POINT (-2.094477733 53.08436005624556)
